avgRateByFrame,avgRateBytes,maxRate,minRate,avgRate,avgDt,estAvgBufferTime,changes,queueLength,queueLengthInBytes,duration_min,ul_txPackets,ul_txBytes,ul_txOffered,ul_xBytes,ul_rxOfferedthroughput,ul_meanDelay,ul_meanJitter,ul_rxPackets,ul_pdcp_nTxPDUs,ul_pdcp_TxBytes,ul_pdcp_nRxPDUs,ul_pdcp_RxBytes,ul_pdcp_delay_s,ul_pdcp_stdDev_s,ul_pdcp_min_s,ul_pdcp_max_s,ul_pdcp_PduSize,ul_pdcp_stdDev,ul_rlc_nTxPDUs,ul_rlc_TxBytes,ul_rlc_nRxPDUs,ul_rlc_RxBytes,ul_rlc_delay_s,ul_rlc_stdDev_s,ul_rlc_min_s,ul_rlc_max_s,ul_rlc_PduSize,ul_rlc_stdDev,ul_rlc_min,ul_rlc_max,IMSI,cellId,rnti,dl_mac_mcs,dl_mac_TbSize,index_x,sinr,dl_pathLoss_dB,ul_pathLoss_dB,ul_tbSize,ul_mcs,ul_rv,ul_SINR_dB,ul_CQI,ul_corrupt,ul_rv_max,dl_tbSize,dl_mcs,dl_rv,dl_SINR_dB,dl_CQI,dl_corrupt,UL_DCI_rxMac,BSR_txMac,SR_txMac,UL_DCI_rxPhy_x,DL_DCI_rxPhy_x,qoe_YinX_v1,qoe_YinX_v2,nodes
1768,80103,3840,1245,12170,47.94,12.87,4,1212,13660,352,26640,15634107,13.68,15634107,13.64,42.62,0.493,26640,26640,15687385,26640,15687385,0.0426,0.01892,0.003286,0.0777,589.0,17.7,5936,15740713,5936,15740713,0.003008,0.0008006,0.00253,0.00796,2652,1864.0,27,19310,78,23,7,27.31,1832.0,5303,42.38,-85.5,-85.5,2936,27.98,0.026,28.77,0.03,0.027,1,1832.0,27.31,0.053,42.38,14.62,0.053,6600,6600,124,43800,3276,41.94,25.84,7
2084,92976,4220,1547,11530,39.53,11.76,3,1074,12320,435,25140,14749475,12.87,14610955,12.75,42.12,0.5044,24900,25140,14799737,24900,14660745,0.0421,0.01816,0.0035,0.0769,589.0,17.6,5996,14721833,5990,14712185,0.002663,0.0001577,0.002243,0.00796,2454,1149.0,27,19310,76,19,5,27.89,1970.0,6292,56.34,-77.06,-77.06,2578,28.0,0.0,37.1,0.0,0.0,1,1970.0,27.89,0.0,56.38,15.0,0.0,6436,6436,116,48640,3748,40.38,24.89,8
1699,78363,3080,1547,9064,29.56,9.95,6,900,9740,568,19840,11642164,10.22,11642164,10.164,42.0,0.5273,19840,19840,11681832,19840,11681832,0.04196,0.01776,0.002787,0.08716,589.0,17.11,3776,11720056,3776,11720056,0.00401,0.002558,0.00217,0.00796,3104,467.2,27,9656,49,9,2,27.9,2384.0,1601,45.38,-82.06,-82.06,3162,27.84,0.227,24.36,0.23,0.229,1,2384.0,27.9,0.0,45.38,15.0,0.0,5292,5292,97,62820,4008,30.33,18.66,10
2288,106713,4220,1547,13320,51.06,12.94,3,1226,14216,342,28180,16535739,14.74,16535739,14.64,39.3,0.4526,28180,28180,16592083,28180,16592083,0.0393,0.0172,0.003714,0.06946,589.0,16.97,6030,16647949,6030,16647949,0.002846,0.0001067,0.00217,0.00753,2760,2094.0,27,19310,30,9,6,27.89,1981.0,5001,54.75,-77.1,-77.1,3036,28.0,0.0,36.1,0.0,0.0,1,1981.0,27.9,0.0,54.75,15.0,0.0,6516,6516,127,42560,3254,44.22,27.28,7
2204,100918,4220,1547,12920,48.6,12.81,3,1213,13990,342,28060,16468438,14.42,16468438,14.37,33.28,0.3933,28060,28060,16524560,28060,16524560,0.03326,0.012474,0.007786,0.06213,589.0,17.77,5136,16578059,5136,16578059,0.002794,0.0002261,0.00217,0.00796,3228,670.5,27,17710,59,17,5,27.9,2224.0,5028,42.7,-83.3,-83.3,3280,27.98,0.002,29.45,0.0,0.002,1,2224.0,27.9,0.004,42.7,14.99,0.004,5636,5636,129,42800,3396,43.9,27.1,7
2388,105637,4220,1547,23260,37.84,11.92,3,1057,26640,118,51100,29994592,26.2,29928736,26.11,23.64,0.2167,51000,51100,30096800,51000,30030720,0.02362,0.00902,0.0035,0.1392,589.0,16.88,4476,30156782,4470,30118158,0.003162,0.001038,0.00217,0.00896,6736,2534.0,27,19310,31,21,3,27.95,2882.0,2780,45.3,-81.3,-81.3,7084,27.9,0.051,30.77,0.05,0.051,1,2882.0,27.95,0.0,45.3,15.0,0.0,5724,5724,218,17340,1931,94.06,57.9,3
1581,70970,2484,1547,9864,34.25,10.93,5,974,10820,516,21500,12624767,11.1,12624767,11.02,53.25,0.6226,21500,21500,12667783,21500,12667783,0.05322,0.02298,0.003357,0.0964,589.0,17.0,4748,12710797,4748,12710797,0.004337,0.0026,0.00217,0.00796,2678,1648.0,6,19310,105,23,4,27.86,1964.0,534,42.22,-86.2,-86.2,2788,27.84,0.249,24.6,0.25,0.25,1,1958.0,27.86,0.0,42.2,15.0,0.0,6750,6750,105,55170,3868,32.12,19.77,9
2388,107324,4220,1547,15020,62.88,14.78,2,1412,16264,268,32400,19014284,16.62,18910208,16.5,32.62,0.3694,32220,32400,19079082,32220,18974652,0.0326,0.011856,0.003786,0.0608,589.0,17.48,5230,19054216,5228,19034914,0.003067,0.000861,0.002457,0.00796,3642,1097.0,27,19310,13,5,6,27.95,2100.0,4241,48.47,-80.7,-80.7,3752,27.98,0.029,34.06,0.03,0.029,1,2100.0,27.95,0.0,48.47,15.0,0.0,5990,5990,143,37380,3140,50.84,31.39,6
2388,107208,4220,1547,23790,38.8,11.96,3,1079,27140,120,51680,30341824,26.5,30256224,26.39,21.66,0.1945,51550,51680,30445214,51550,30359322,0.02164,0.00574,0.003714,0.0367,589.0,16.55,4088,30475040,4084,30446072,0.00289,0.000136,0.00217,0.002956,7456,3324.0,27,19310,7,5,3,27.95,2966.0,2684,57.66,-71.7,-71.7,7750,27.98,0.0,39.97,0.0,0.0,0,2966.0,27.95,0.0,57.62,15.0,0.0,5052,5052,221,16050,1911,94.06,57.9,3
2084,94150,4220,1547,11890,40.28,11.78,3,1103,12830,511,25800,15139679,13.266,15139679,13.21,49.6,0.5356,25800,25800,15191269,25800,15191269,0.0496,0.02362,0.003214,0.09064,589.0,17.28,5016,15241198,5016,15241198,0.004356,0.002497,0.00217,0.012955,3038,2832.0,16,19310,47,11,8,27.83,1838.0,52,42.22,-86.56,-86.56,3196,27.12,0.242,22.95,0.23,0.229,2,1839.0,27.83,0.008,42.2,14.98,0.008,6984,6984,121,50370,3620,40.38,24.89,9
2008,98436,3840,1547,9640,26.94,9.13,4,826,9710,499,20300,11913027,10.695,11913027,10.664,50.38,0.65,20300,20300,11953623,20300,11953623,0.05038,0.0227,0.007572,0.0951,589.0,17.56,6190,11998320,6190,11998320,0.0028,0.00075,0.002243,0.00796,1938,824.0,27,19310,94,19,7,27.39,1637.0,2136,43.88,-79.06,-79.06,2032,27.98,0.021,26.98,0.02,0.021,1,1637.0,27.39,0.014,43.88,14.93,0.014,6676,6676,95,62940,4332,30.62,18.84,10
1581,72319,2484,1547,9736,36.3,11.02,5,1005,10890,504,21620,12691964,11.086,12549916,10.95,50.8,0.6367,21380,21620,12735206,21380,12592674,0.05078,0.0236,0.003714,0.0974,589.0,16.38,5716,12638185,5716,12638185,0.0035,0.001676,0.002386,0.012955,2212,1593.0,10,19310,1,1,9,27.89,1650.0,980,39.66,-86.44,-86.44,2360,27.9,0.11,25.73,0.11,0.107,2,1650.0,27.88,0.0,39.62,15.0,0.0,6816,6816,106,55420,3778,32.12,19.77,9
1406,62968,2484,1245,8560,33.9,10.87,7,974,9384,537,18850,11067562,9.66,11034634,9.63,49.22,0.6787,18800,18850,11105272,18800,11072232,0.0492,0.024,0.006428,0.10876,589.0,17.25,5896,11114000,5896,11114000,0.002901,0.0009236,0.00217,0.00796,1885,897.5,27,17710,103,21,8,27.86,1642.0,2027,53.62,-75.56,-75.56,1959,27.95,0.032,34.66,0.03,0.032,1,1635.0,27.86,0.007,53.62,14.98,0.007,6460,6460,95,62850,3908,27.69,17.02,10
2388,113132,4220,1547,13770,52.44,12.96,2,1226,14120,328,28540,16751338,15.0,16751338,14.984,33.6,0.404,28540,28540,16808430,28540,16808430,0.03357,0.012886,0.0035,0.0623,589.0,18.2,5270,16863016,5270,16863016,0.002619,0.0007486,0.00217,0.00796,3198,617.5,27,19310,47,13,3,27.94,2276.0,5180,53.53,-80.7,-80.7,3268,27.98,0.019,31.77,0.02,0.017,1,2276.0,27.94,0.0,53.53,15.0,0.0,5864,5864,129,42560,3336,44.6,27.52,7
2084,97143,4220,1547,11030,36.34,10.87,3,1024,11624,435,23940,14044271,12.28,14039233,12.25,41.62,0.5103,23920,23940,14092129,23920,14087073,0.0416,0.01828,0.003214,0.0894,589.0,17.22,4332,14137698,4330,14133136,0.00428,0.002588,0.00217,0.00796,3264,1110.0,22,19310,86,21,3,27.92,2348.0,6298,46.5,-78.7,-78.7,3334,27.8,0.245,22.31,0.25,0.246,1,2348.0,27.92,0.0,46.47,15.0,0.0,6204,6204,111,48800,3416,37.25,22.95,8
1699,78232,3080,1547,10280,35.56,10.84,5,1009,11290,463,22540,13236458,11.586,13187314,11.51,32.44,0.4058,22460,22540,13281558,22460,13232246,0.03244,0.012535,0.003143,0.06085,589.0,16.77,4250,13282365,4250,13275939,0.00251,0.0001838,0.00217,0.00796,3126,414.5,27,8044,34,7,3,27.92,2192.0,893,55.75,-77.56,-77.56,3164,27.98,0.001,34.62,0.0,0.001,1,2194.0,27.94,0.0,55.75,15.0,0.0,4676,4676,110,55230,4104,35.16,21.67,9
2308,106419,4220,1245,22960,41.0,12.12,3,1100,26260,125,50700,29757456,25.98,29615408,25.84,23.77,0.2063,50460,50700,29858860,50460,29716328,0.02376,0.006912,0.003286,0.04636,589.0,17.1,4336,29802196,4336,29802196,0.002924,0.001035,0.00217,0.00796,6876,2584.0,22,19310,8,5,2,27.88,3088.0,2647,49.6,-80.2,-80.2,7136,27.88,0.038,29.23,0.04,0.038,1,3090.0,27.88,0.01,49.6,14.97,0.01,5390,5390,218,16700,1915,88.3,54.3,3
2388,108147,4220,1547,16900,81.25,16.77,2,1626,18540,220,36130,21199678,18.61,21199678,18.58,33.66,0.3518,36130,36130,21271922,36130,21271922,0.03363,0.01311,0.003214,0.05942,589.0,17.12,5040,21337136,5040,21337136,0.003424,0.00189,0.002243,0.00796,4230,2104.0,27,19310,18,7,3,27.95,2564.0,3797,44.4,-83.25,-83.25,4596,27.84,0.124,25.9,0.12,0.124,1,2564.0,27.95,0.0,44.4,15.0,0.0,6470,6470,162,29090,2696,57.1,35.25,5
2388,109112,4220,1547,17440,82.25,16.86,2,1626,18980,227,36900,21647766,19.05,21647766,19.02,31.3,0.3364,36900,36900,21721534,36900,21721534,0.03128,0.01143,0.003786,0.05344,589.0,16.81,5704,21789392,5704,21789392,0.002304,0.0002716,0.00217,0.00796,3820,1395.0,25,19310,40,15,1,27.95,2674.0,3755,52.62,-79.0,-79.0,4100,27.98,0.002,24.31,0.0,0.002,1,2674.0,27.95,0.0,52.62,15.0,0.0,6344,6344,165,29730,2786,57.1,35.25,5
2308,107000,4220,1245,19420,59.0,14.51,3,1316,21980,155,42430,24908996,21.73,24765772,21.61,27.67,0.2913,42200,42430,24993880,42200,24850168,0.02765,0.01119,0.00343,0.0577,589.0,17.17,4684,24933292,4680,24923644,0.003696,0.002007,0.002314,0.012955,5324,2484.0,27,19310,9,5,4,27.9,2394.0,3395,45.8,-79.7,-79.7,5628,27.66,0.146,29.6,0.13,0.132,2,2396.0,27.92,0.004,45.8,14.98,0.004,6204,6204,183,24130,2412,67.75,41.56,4
1487,69973,2484,1547,9760,37.47,11.03,7,1026,10856,470,21300,12496532,11.0,12496532,10.984,44.5,0.565,21300,21300,12539114,21300,12539114,0.0445,0.02077,0.00343,0.08514,589.0,17.48,5590,12583764,5590,12583764,0.002903,0.000674,0.00217,0.00796,2252,1436.0,9,19310,65,15,8,27.86,1690.0,178,47.84,-79.06,-79.06,2356,27.98,0.018,32.1,0.02,0.019,1,1691.0,27.86,0.016,47.84,14.98,0.016,6096,6096,110,52800,3750,31.45,19.36,9
1581,74436,2484,1547,10220,37.62,11.03,5,1026,11180,403,22400,13144246,11.55,13124254,11.5,44.16,0.5615,22370,22400,13189034,22370,13168974,0.04413,0.01956,0.00307,0.11273,589.0,17.31,4284,13232257,4284,13212940,0.004467,0.002563,0.00217,0.012955,3084,1146.0,27,19310,21,5,4,27.58,2160.0,5947,37.38,-86.56,-86.56,3224,26.7,0.263,19.86,0.26,0.262,2,2160.0,27.58,0.029,37.38,14.65,0.029,6236,6236,111,48930,3336,32.47,19.98,8
2084,96507,4220,1547,9980,29.38,9.96,3,904,10264,568,21420,12572192,11.04,12531280,10.93,52.06,0.648,21340,21420,12615036,21340,12573984,0.05203,0.02538,0.0035,0.09973,589.0,17.97,6040,12629569,6036,12619921,0.003344,0.001506,0.00217,0.012886,2090,1692.0,27,19310,102,21,9,27.89,1656.0,1668,46.7,-79.56,-79.56,2230,27.94,0.091,28.78,0.09,0.09,2,1656.0,27.89,0.0,46.7,15.0,0.0,7016,7016,98,62200,4120,34.12,21.02,10
2288,101460,4220,1547,16880,78.3,16.69,3,1595,18610,227,36350,21338406,18.64,21249866,18.53,30.52,0.3342,36200,36350,21411120,36200,21322278,0.0305,0.0115,0.00307,0.05573,589.0,17.17,5372,21409268,5370,21388354,0.002728,0.0008245,0.002243,0.00896,3984,1632.0,27,19310,38,15,3,27.84,2504.0,3877,42.8,-81.06,-81.06,4256,27.98,0.023,29.05,0.02,0.024,1,2506.0,27.84,0.03,42.8,14.9,0.03,6190,6190,164,29390,2800,56.72,35.03,5
2204,98268,4220,1547,12860,46.03,12.71,3,1179,13740,365,27860,16349684,14.28,16239976,14.17,42.66,0.4775,27660,27860,16405398,27660,16295316,0.04266,0.01782,0.003786,0.0728,589.0,17.22,6124,16360757,6120,16351118,0.002941,0.0003664,0.002243,0.00796,2670,1878.0,27,19310,1,1,7,27.9,1840.0,4890,52.12,-80.25,-80.25,2922,28.0,0.005,33.66,0.0,0.005,1,1840.0,27.9,0.0,52.12,15.0,0.0,6716,6716,127,43000,3414,43.9,27.1,7
1699,78908,3080,1547,8910,30.28,9.93,6,915,9540,598,19550,11477596,10.07,11466424,10.0,41.75,0.5347,19540,19550,11516708,19540,11505498,0.04175,0.01898,0.002857,0.0826,589.0,18.34,4960,11552929,4956,11546503,0.002457,0.0004761,0.00217,0.00796,2330,831.0,24,9656,28,5,3,27.84,2023.0,1702,58.1,-77.2,-77.2,2384,27.98,0.007,34.2,0.01,0.007,1,2023.0,27.84,0.0,58.1,15.0,0.0,5360,5360,96,61570,3908,28.52,17.55,10
2388,110243,4220,1547,16430,75.7,15.88,2,1526,17440,200,34200,20078640,17.95,20078640,17.89,33.4,0.335,34200,34200,20147064,34200,20147064,0.0334,0.01195,0.002928,0.0585,589.0,17.3,5120,20209596,5120,20209596,0.00247,0.000996,0.00217,0.00796,3948,1551.0,3,19310,15,5,1,27.94,2764.0,3550,47.25,-83.56,-83.56,4228,27.98,0.03,31.88,0.03,0.029,1,2768.0,27.94,0.0,47.25,15.0,0.0,5860,5860,154,29170,2640,53.97,33.34,5
1777,81955,3080,1245,7750,23.56,8.93,4,779,7690,606,16580,9736752,8.54,9636204,8.41,53.47,0.8223,16400,16580,9769888,16400,9668998,0.05344,0.03093,0.003643,0.11163,589.5,11.36,4470,9730479,4468,9707958,0.00506,0.002907,0.00217,0.01796,2174,2414.0,27,19310,73,15,8,27.83,1630.0,1517,38.47,-88.0,-88.0,2380,25.5,0.337,18.19,0.31,0.313,3,1630.0,27.83,0.005,38.47,14.99,0.005,6880,6880,95,60670,3704,23.44,14.38,10
1500,70655,2484,1245,8700,30.89,10.15,6,907,9510,549,19300,11329105,9.92,11245857,9.81,45.38,0.5913,19150,19300,11367705,19150,11284173,0.04535,0.02173,0.002857,0.0927,589.0,16.88,5144,11327869,5144,11324665,0.002743,0.001165,0.00217,0.00796,2202,839.0,10,9656,57,11,4,27.86,1831.0,1133,57.34,-76.2,-76.2,2234,27.98,0.045,37.7,0.05,0.045,1,1831.0,27.86,0.0,57.38,15.0,0.0,5760,5760,98,62500,4058,26.98,16.56,10
2204,102818,4220,1547,11000,36.2,10.82,3,1026,11576,410,23740,13936897,12.24,13936897,12.2,47.28,0.571,23740,23740,13984389,23740,13984389,0.04727,0.02097,0.003714,0.0948,589.0,17.47,6224,14034132,6224,14034132,0.002947,0.000715,0.00217,0.00796,2256,1384.0,27,19310,73,19,8,27.89,1700.0,5719,41.72,-82.5,-82.5,2402,27.98,0.02,28.58,0.02,0.02,1,1700.0,27.89,0.0,41.72,15.0,0.0,6796,6796,111,50500,3480,37.7,23.22,8
2204,100687,4220,1547,11790,41.56,11.89,3,1106,12610,437,25500,14967733,13.11,14933289,13.03,34.34,0.403,25440,25500,15018741,25440,14984179,0.03436,0.01281,0.003,0.0636,589.0,18.03,4770,15039587,4770,15033161,0.002466,0.0006785,0.002243,0.00796,3154,458.8,15,9656,39,9,2,27.92,2440.0,5865,49.3,-84.25,-84.25,3200,27.98,0.015,29.52,0.01,0.015,1,2440.0,27.94,0.0,49.3,15.0,0.0,5284,5284,116,50050,3744,40.8,25.16,8
2388,108130,4220,1547,13300,47.7,12.81,2,1198,14020,360,28800,16905748,14.75,16770508,14.64,33.5,0.3933,28580,28800,16963360,28580,16827660,0.0335,0.01264,0.005714,0.061,589.0,17.55,5212,16882116,5212,16882116,0.00279,0.0002152,0.002314,0.00796,3238,626.5,27,16100,38,11,5,27.94,2266.0,5511,45.06,-85.4,-85.4,3302,27.98,0.001,29.62,0.0,0.002,1,2268.0,27.94,0.0,45.1,15.0,0.0,5720,5720,132,42980,3496,44.6,27.52,7
1706,76768,3528,1245,9280,27.81,9.89,5,872,9810,598,20320,11930718,10.43,11788670,10.3,44.5,0.552,20080,20320,11971372,20080,11828840,0.0445,0.01895,0.00736,0.092,589.0,17.19,3940,11882096,3936,11868126,0.004013,0.00292,0.00217,0.012955,3016,855.5,27,19310,10,1,1,27.81,2552.0,1680,38.25,-88.8,-88.8,3072,27.0,0.26,20.77,0.24,0.238,2,2556.0,27.81,0.011,38.25,14.96,0.011,5556,5556,96,65180,4080,31.9,19.62,10
2288,105515,4220,1547,13070,49.84,12.86,3,1226,13900,342,27970,16419221,14.47,16419221,14.41,33.0,0.3955,27970,27970,16475173,27970,16475173,0.033,0.012726,0.003143,0.05786,589.0,17.38,5196,16528735,5196,16528735,0.002388,7.44e-05,0.00217,0.002956,3180,502.5,27,16100,83,23,2,27.9,2376.0,5046,53.06,-81.1,-81.1,3240,27.98,0.0,35.0,0.0,0.0,0,2376.0,27.9,0.007,53.1,14.99,0.007,5680,5680,128,43040,3492,44.22,27.28,7
1406,62644,2484,1245,12420,53.75,13.7,5,1275,14280,352,27180,15954093,13.98,15907641,13.875,41.6,0.4697,27100,27180,16008453,27100,15961843,0.04156,0.01743,0.003786,0.0718,589.0,16.8,5900,16030703,5896,16016231,0.00297,0.0003817,0.002672,0.00796,2716,1859.0,27,19310,1,1,7,27.9,1890.0,5226,44.06,-84.6,-84.6,3044,27.98,0.006,30.16,0.01,0.006,1,1890.0,27.9,0.0,44.03,15.0,0.0,6500,6500,129,42270,3364,42.72,26.33,7
1406,66817,2484,1245,9360,38.12,11.11,7,1026,10390,470,20370,11957415,10.63,11957415,10.586,39.53,0.5,20370,20370,11998157,20370,11998157,0.03952,0.0157,0.007572,0.08026,589.0,16.92,3922,12037483,3922,12037483,0.003626,0.002222,0.00217,0.00796,3070,523.0,27,9656,16,3,3,27.61,2190.0,119,46.2,-79.94,-79.94,3110,27.8,0.174,24.55,0.17,0.175,1,2190.0,27.61,0.014,46.2,14.94,0.014,5150,5150,103,56400,3816,29.77,18.3,9
1581,71761,2484,1547,8280,29.22,9.97,5,897,8960,568,18260,10714707,9.34,10612643,9.266,41.56,0.528,18080,18260,10751217,18080,10648805,0.04156,0.01692,0.00736,0.08813,589.0,17.72,3536,10683834,3536,10683834,0.003763,0.00252,0.00217,0.01796,3022,604.0,27,10500,19,3,2,27.89,2410.0,1571,43.88,-81.6,-81.6,3068,27.6,0.212,23.58,0.2,0.203,3,2406.0,27.89,0.0,43.88,15.0,0.0,4816,4816,95,59460,3728,26.22,16.12,10
2308,103004,4220,1245,19180,63.38,15.36,3,1374,21540,155,41600,24405382,21.34,24382110,21.27,27.95,0.287,41540,41600,24488550,41540,24465198,0.02794,0.010284,0.00343,0.05466,589.0,17.12,4630,24556832,4628,24537530,0.003567,0.001715,0.002243,0.012955,5304,2194.0,27,19310,37,19,4,27.94,2508.0,3423,41.97,-82.8,-82.8,5564,27.86,0.118,26.92,0.12,0.116,2,2508.0,27.94,0.002,41.97,14.99,0.002,6024,6024,183,23630,2216,70.9,43.5,4
2003,89030,4220,1245,12456,46.22,12.68,3,1188,13630,342,27400,16074598,14.02,15932550,13.91,41.4,0.4766,27150,27400,16129372,27150,15986840,0.04138,0.01703,0.00307,0.08167,589.0,16.97,4600,16055496,4600,16037790,0.004246,0.002544,0.00217,0.01253,3488,1547.0,27,19310,19,5,3,27.94,2288.0,5572,42.28,-84.2,-84.2,3644,27.83,0.24,24.8,0.24,0.24,2,2290.0,27.94,0.0,42.28,15.0,0.0,6532,6532,125,43300,3228,42.88,26.44,7
2388,117062,4220,1547,19070,69.9,15.49,3,1426,20980,166,40540,23800432,21.23,23800432,21.17,27.25,0.2656,40540,40540,23881542,40540,23881542,0.02724,0.01,0.00307,0.05743,589.0,17.47,4544,23951856,4544,23951856,0.002808,0.001516,0.00217,0.00796,5270,2310.0,15,19310,28,13,1,27.95,2926.0,3072,49.0,-80.94,-80.94,5496,27.88,0.073,24.81,0.07,0.073,1,2928.0,27.95,0.004,49.0,14.98,0.004,5584,5584,179,23310,2306,61.16,37.47,4
2206,97608,4220,1245,16530,77.6,16.6,3,1614,18640,213,35840,21034002,18.38,21034002,18.34,30.89,0.3508,35840,35840,21105682,35840,21105682,0.03088,0.0148,0.0035,0.07117,589.0,17.36,4344,21168872,4344,21168872,0.004322,0.002485,0.00217,0.012955,4876,2818.0,27,19310,43,17,3,27.89,2444.0,3942,49.56,-77.4,-77.4,5004,27.31,0.241,27.05,0.24,0.24,2,2444.0,27.9,0.009,49.56,14.97,0.009,6336,6336,159,28580,2392,56.12,34.66,5
1406,62543,2484,1245,11600,46.47,12.79,6,1200,13500,325,25810,15146296,13.27,15143944,13.22,40.1,0.4692,25810,25810,15197906,25810,15195546,0.04007,0.01718,0.002928,0.0762,589.0,17.42,4388,15246426,4388,15244393,0.003994,0.002527,0.00217,0.012955,3474,1725.0,13,19310,13,3,2,27.9,2410.0,5396,43.0,-86.1,-86.1,3594,27.55,0.221,23.16,0.22,0.221,2,2412.0,27.9,0.008,43.0,14.97,0.008,6110,6110,124,42900,3200,37.78,23.27,7
3432,154128,9500,1547,27330,45.3,12.92,3,1131,29280,76,58700,34247990,30.73,34178020,30.64,20.55,0.1788,58560,58700,34365364,58560,34295150,0.02052,0.01327,0.00307,0.1298,585.5,45.44,3262,34460064,3256,34392464,0.0039,0.002266,0.00217,0.00896,10560,4750.0,27,19310,14,13,1,27.95,3516.0,2460,39.22,-86.94,-86.94,11300,27.84,0.205,23.84,0.21,0.206,1,3520.0,27.95,0.0,39.22,15.0,0.0,5240,5240,251,10310,1319,106.5,65.6,2
2388,115382,4220,1547,21950,37.47,11.39,3,1026,24600,108,47000,27582718,24.67,27562726,24.56,25.73,0.2352,46980,47000,27676706,46980,27656646,0.02571,0.01152,0.002857,0.1116,589.0,16.55,3576,27755112,3574,27735794,0.0043,0.002571,0.00217,0.00896,7760,3656.0,27,19310,33,21,1,27.92,3010.0,2814,39.7,-87.06,-87.06,8012,27.72,0.247,22.94,0.25,0.246,1,3010.0,27.92,0.024,39.7,14.96,0.024,5490,5490,181,16430,1898,80.6,49.56,3
2204,100445,4220,1547,14660,64.94,14.8,3,1425,16220,298,31620,18551644,16.19,18547054,16.2,34.1,0.3853,31600,31620,18614864,31600,18610256,0.0341,0.01256,0.002928,0.06143,589.0,17.5,5644,18670256,5644,18670256,0.002296,0.000448,0.00217,0.00796,3308,780.5,15,12880,12,3,1,27.94,2646.0,4446,47.44,-80.7,-80.7,3464,27.98,0.006,30.64,0.01,0.006,1,2646.0,27.94,0.0,47.44,15.0,0.0,6224,6224,143,37760,3188,50.16,30.97,6
1927,89952,3840,1245,12010,43.88,11.9,4,1126,12936,325,25920,15213463,13.53,15213463,13.45,41.72,0.4995,25920,25920,15265307,25920,15265307,0.0417,0.0192,0.003143,0.0781,589.0,17.72,4256,15313666,4256,15313666,0.004753,0.002718,0.00217,0.00796,3598,1901.0,27,19310,6,1,2,27.88,2354.0,5389,43.78,-83.56,-83.56,3688,27.73,0.293,24.42,0.29,0.294,1,2356.0,27.88,0.005,43.8,14.99,0.005,6536,6536,120,43360,3224,39.4,24.27,7
2308,110186,4220,1245,20540,44.56,12.6,3,1126,23500,125,45100,26460204,23.56,26390820,23.38,27.0,0.2554,44960,45100,26550370,44960,26480750,0.02696,0.01371,0.003286,0.1136,589.0,17.0,3674,26626156,3668,26558348,0.00456,0.002567,0.00217,0.012955,7240,3876.0,27,19310,26,17,2,27.39,2800.0,2665,41.8,-83.2,-83.2,7944,25.84,0.265,19.19,0.26,0.262,2,2804.0,27.4,0.033,41.8,14.76,0.033,5720,5720,188,16170,1784,72.9,44.72,3
1946,90342,4220,1033,19170,83.2,17.2,4,1594,22380,174,42000,24649872,21.52,24506648,21.4,26.84,0.291,41760,42000,24733868,41760,24590156,0.02681,0.013054,0.00343,0.05856,589.0,16.97,4130,24661392,4130,24661392,0.004395,0.002861,0.002386,0.012955,5976,3720.0,17,19310,10,5,3,27.95,2438.0,3106,41.66,-81.94,-81.94,6176,27.8,0.27,22.45,0.23,0.234,2,2440.0,27.95,0.007,41.62,14.97,0.007,6108,6108,183,23890,2416,66.25,40.62,4
2388,112962,4220,1547,12456,43.94,11.9,2,1126,12600,342,25920,15211669,13.59,15211669,13.51,33.6,0.413,25920,25920,15263511,25920,15263511,0.03357,0.01377,0.002857,0.0765,589.0,17.88,4670,15312786,4670,15312786,0.002792,0.001657,0.00217,0.012955,3276,980.0,25,19310,47,13,3,27.77,2186.0,5012,47.3,-81.0,-81.0,3378,27.86,0.077,29.42,0.06,0.059,2,2186.0,27.77,0.018,47.3,14.88,0.018,5452,5452,124,41150,3122,41.47,25.58,7
2388,106942,4220,1547,15290,62.62,14.78,2,1401,16510,213,32830,19268908,16.81,19125096,16.69,30.05,0.3157,32590,32830,19334572,32590,19190268,0.03003,0.010284,0.003786,0.0625,589.0,17.1,4084,19282526,4080,19247894,0.003397,0.001623,0.00217,0.012955,4716,1464.0,9,19310,56,23,5,27.95,2222.0,3959,44.28,-84.56,-84.56,4820,27.61,0.105,28.16,0.1,0.101,2,2222.0,27.95,0.0,44.28,15.0,0.0,5180,5180,151,29650,2488,50.84,31.39,5
2288,102711,4220,1547,10980,33.78,10.75,3,984,11330,410,23580,13843106,12.14,13839578,12.08,46.44,0.577,23580,23580,13890280,23580,13886740,0.04642,0.02208,0.003,0.0916,589.0,17.72,5490,13938079,5490,13935017,0.003513,0.001902,0.00217,0.00796,2540,1702.0,27,19310,75,19,6,27.84,1771.0,5717,39.78,-82.5,-82.5,2714,27.8,0.139,23.81,0.14,0.138,2,1771.0,27.84,0.057,39.78,14.89,0.057,6776,6776,109,50500,3480,37.97,23.4,8
