avgRateByFrame,avgRateBytes,maxRate,minRate,avgRate,avgDt,estAvgBufferTime,changes,queueLength,queueLengthInBytes,duration_min,ul_txPackets,ul_txBytes,ul_txOffered,ul_xBytes,ul_rxOfferedthroughput,ul_meanDelay,ul_meanJitter,ul_rxPackets,ul_pdcp_nTxPDUs,ul_pdcp_TxBytes,ul_pdcp_nRxPDUs,ul_pdcp_RxBytes,ul_pdcp_delay_s,ul_pdcp_stdDev_s,ul_pdcp_min_s,ul_pdcp_max_s,ul_pdcp_PduSize,ul_pdcp_stdDev,ul_rlc_nTxPDUs,ul_rlc_TxBytes,ul_rlc_nRxPDUs,ul_rlc_RxBytes,ul_rlc_delay_s,ul_rlc_stdDev_s,ul_rlc_min_s,ul_rlc_max_s,ul_rlc_PduSize,ul_rlc_stdDev,ul_rlc_min,ul_rlc_max,IMSI,cellId,rnti,dl_mac_mcs,dl_mac_TbSize,index_x,sinr,dl_pathLoss_dB,ul_pathLoss_dB,ul_tbSize,ul_mcs,ul_rv,ul_SINR_dB,ul_CQI,ul_corrupt,ul_rv_max,dl_tbSize,dl_mcs,dl_rv,dl_SINR_dB,dl_CQI,dl_corrupt,UL_DCI_rxMac,BSR_txMac,SR_txMac,UL_DCI_rxPhy_x,DL_DCI_rxPhy_x,qoe_YinX_v1,qoe_YinX_v2,nodes
1581,73881,2484,1547,8510,30.39,10.07,6,896,9120,551,18640,10937309,9.58,10910849,9.516,56.47,0.734,18600,18640,10974577,18600,10948027,0.05646,0.02724,0.003357,0.10895,589.0,17.48,5056,10997134,5056,10987486,0.00408,0.002455,0.00217,0.012886,2174,1269.0,27,19310,116,23,5,27.86,1750.0,1434,48.4,-81.4,-81.4,2226,27.62,0.224,25.6,0.22,0.223,2,1750.0,27.86,0.0,48.4,15.0,0.0,6896,6896,95,64350,3876,26.89,16.53,10
2204,100856,4220,1547,13020,49.38,12.82,3,1225,14050,360,28060,16476251,14.414,16463915,14.37,40.6,0.4658,28050,28060,16532395,28050,16520017,0.0406,0.01753,0.003786,0.07007,589.0,17.11,6176,16586240,6176,16576601,0.002827,9.12e-05,0.002386,0.002956,2684,1952.0,27,19310,30,9,6,27.9,1952.0,5505,59.9,-73.1,-73.1,2936,28.0,0.0,40.34,0.0,0.0,1,1952.0,27.9,0.0,59.9,15.0,0.0,6664,6664,128,43200,3404,43.9,27.1,7
2003,95332,4220,1245,12240,44.97,11.97,3,1126,13000,328,26050,15286645,13.67,15286645,13.65,34.94,0.4158,26050,26050,15338735,26050,15338735,0.03494,0.01349,0.004642,0.06824,589.0,17.25,4828,15388537,4828,15388537,0.002836,0.001062,0.002243,0.00796,3188,677.5,27,17710,74,21,4,27.92,2232.0,5209,46.62,-85.4,-85.4,3248,27.95,0.04,25.69,0.04,0.041,1,2232.0,27.92,0.007,46.62,14.99,0.007,5496,5496,121,42340,3186,39.78,24.5,7
1699,79017,3080,1547,9304,30.05,10.02,6,904,9944,537,20620,12102985,10.56,11971273,10.445,38.2,0.497,20400,20620,12144223,20400,12012063,0.03818,0.01573,0.002787,0.09985,589.0,17.0,4132,12063265,4130,12052007,0.003061,0.0018635,0.00217,0.012955,2918,657.0,12,8044,28,5,3,27.83,2282.0,1942,47.2,-78.2,-78.2,2974,27.52,0.112,24.48,0.11,0.11,2,2282.0,27.83,0.0,47.2,15.0,0.0,5028,5028,103,55870,3700,30.02,18.45,10
2308,104881,4220,1245,14420,55.5,13.82,2,1324,15500,262,31000,18201248,15.92,18183652,15.86,31.08,0.36,30980,31000,18263276,30980,18245620,0.03107,0.01204,0.004715,0.06235,589.0,17.34,5116,18313244,5110,18303596,0.002811,0.000491,0.00217,0.00796,3580,1349.0,18,19310,44,15,5,27.92,2134.0,4414,42.22,-81.56,-81.56,3668,27.98,0.009,28.86,0.01,0.009,1,2134.0,27.94,0.002,42.2,14.99,0.002,5710,5710,142,37400,3104,47.12,29.06,6
2084,96709,4220,1547,11176,35.72,10.85,3,1019,11830,461,24620,14449913,12.625,14392187,12.56,51.22,0.535,24530,24620,14499153,24530,14441229,0.05118,0.02048,0.003214,0.12244,589.0,17.58,4904,14526607,4900,14505703,0.00404,0.002316,0.00217,0.012955,2960,2104.0,21,19310,3,1,7,27.88,1962.0,330,44.06,-85.0,-85.0,3070,27.39,0.202,24.31,0.2,0.199,3,1962.0,27.88,0.0,44.1,15.0,0.0,6590,6590,115,46140,3508,37.25,22.95,9
2388,112402,4220,1547,13490,51.2,12.94,2,1226,14080,327,28380,16654682,14.83,16654682,14.74,33.06,0.3884,28380,28380,16711442,28380,16711442,0.03305,0.01247,0.005642,0.0605,589.0,18.02,5148,16765470,5148,16765470,0.002752,9.66e-05,0.00217,0.002956,3258,795.0,27,19310,73,21,5,27.94,2228.0,4874,60.97,-72.75,-72.75,3312,27.98,0.0,41.6,0.0,0.0,0,2228.0,27.94,0.0,60.97,15.0,0.0,5628,5628,126,43140,3468,44.6,27.52,7
2003,92622,4220,1245,17060,86.25,16.77,3,1626,18770,171,35900,21096222,18.86,21076818,18.81,25.58,0.3013,35870,35900,21168004,35870,21148534,0.02556,0.01008,0.003143,0.1125,590.0,9.16,4012,21230448,4012,21211132,0.003439,0.002073,0.00217,0.012955,5290,2034.0,27,19310,31,15,2,27.8,2606.0,3173,47.88,-80.56,-80.56,5444,27.55,0.149,27.0,0.15,0.148,2,2608.0,27.8,0.006,47.88,14.95,0.006,5456,5456,186,22930,2268,55.38,34.2,4
2008,99013,3840,1547,9350,26.53,9.11,4,826,9280,463,19540,11463743,10.29,11463743,10.25,32.16,0.4062,19540,19540,11502807,19540,11502807,0.03217,0.01227,0.00307,0.05957,589.0,17.47,3680,11540328,3680,11540328,0.002365,7.51e-05,0.00217,0.002956,3136,505.5,16,16100,98,21,2,27.9,2366.0,955,55.0,-76.56,-76.56,3182,27.98,0.0,34.25,0.0,0.0,0,2366.0,27.9,0.0,55.0,15.0,0.0,4040,4040,94,51170,3646,30.62,18.84,9
2308,1216340,4220,1245,11190,0.702,3.39,2,24,281,216,4416,2588881,2.314,2566098,16.28,32.22,0.341,4376,4416,2597717,4376,2574846,0.0322,0.013664,0.00357,0.0634,588.5,20.52,522,2584097,521,2582495,0.004303,0.002361,0.002314,0.012955,4956,2544.0,27,19310,11,5,5,26.42,1976.0,4034,37.7,-86.94,-86.94,5196,26.81,0.236,20.1,0.23,0.232,2,1976.0,26.44,0.0,37.7,15.0,0.0,763,763,25,19600,1928,6.55,3.89,5
1944,87211,3528,2134,12710,47.25,12.65,4,1195,13550,268,27100,15905489,13.96,15874913,13.85,42.62,0.4502,27040,27100,15959685,27040,15929005,0.04263,0.0199,0.002857,0.145,589.0,17.08,4264,16004592,4256,15980466,0.004234,0.003386,0.00217,0.01796,3754,2908.0,4,19310,72,23,1,27.9,2680.0,4146,39.97,-86.4,-86.4,3948,26.19,0.318,20.6,0.26,0.257,3,2680.0,27.9,0.019,39.97,14.87,0.014,6256,6256,127,36770,2772,42.38,26.17,6
1193,57190,2484,1033,8580,38.88,11.21,7,1026,9690,551,18690,10969693,9.805,10969693,9.79,50.72,0.6655,18690,18690,11007075,18690,11007075,0.05072,0.02318,0.007645,0.0998,589.0,18.02,5344,11047368,5344,11047368,0.003115,0.001653,0.00217,0.00796,2066,874.0,16,16024,26,5,5,27.86,1762.0,1344,38.03,-87.0,-87.0,2190,27.94,0.095,25.69,0.09,0.095,1,1762.0,27.84,0.031,38.03,14.85,0.026,6268,6268,98,61470,4046,27.33,16.77,10
2388,109595,4220,1547,17100,83.8,16.81,2,1626,18200,227,35550,20865332,18.48,20865332,18.4,31.23,0.3296,35550,35550,20936440,35550,20936440,0.03122,0.01157,0.003,0.05542,589.0,17.38,5410,21001656,5410,21001656,0.00232,0.0003912,0.00217,0.00796,3882,1552.0,27,19310,25,9,1,27.94,2610.0,3740,49.28,-78.94,-78.94,4130,27.98,0.004,31.45,0.0,0.004,1,2612.0,27.95,0.0,49.28,15.0,0.0,6030,6030,161,29400,2700,57.1,35.25,5
1706,866198,3528,1245,7564,1.059,3.34,3,25,232,115,3340,1959596,1.759,1949870,12.22,30.67,0.4495,3320,3340,1966278,3320,1956510,0.03064,0.01967,0.004143,0.1106,589.5,17.44,372,1965643,370,1962910,0.005756,0.003387,0.00217,0.01796,5304,3500.0,27,17840,11,7,2,25.38,2086.0,2902,31.94,-90.9,-90.9,5936,20.6,0.433,11.62,0.37,0.374,3,2086.0,25.38,0.143,31.94,13.87,0.143,706,706,33,5268,755,4.86,2.88,3
2066,96563,3528,1547,7000,15.03,7.34,3,576,6220,549,14360,8435577,7.402,8399121,7.33,50.0,0.8906,14296,14360,8464295,14296,8427715,0.05,0.02824,0.003786,0.1588,589.5,14.22,3914,8477715,3904,8461185,0.005108,0.003052,0.002243,0.01796,2168,2047.0,27,19310,81,17,10,27.69,1675.0,1169,41.38,-83.2,-83.2,2260,27.03,0.353,20.42,0.31,0.307,3,1676.0,27.69,0.032,41.38,14.91,0.032,6104,6104,107,54600,3450,21.66,13.3,10
2204,100304,4220,1547,11140,35.03,10.85,3,1026,12056,449,24670,14480581,12.664,14480581,12.64,44.28,0.5283,24670,24670,14529925,24670,14529925,0.04428,0.0206,0.003643,0.0804,589.0,17.23,6100,14580748,6100,14580748,0.002863,0.0006065,0.002243,0.00796,2390,1803.0,27,19310,58,15,7,27.89,1843.0,6182,52.47,-78.25,-78.25,2554,27.98,0.014,32.3,0.01,0.014,1,1843.0,27.89,0.0,52.47,15.0,0.0,6624,6624,113,49100,3424,37.7,23.22,8
2204,97493,4220,1547,14570,60.25,14.56,3,1394,16140,230,32220,18909594,16.5,18754022,16.39,35.22,0.3882,31950,32220,18974030,31950,18817928,0.0352,0.01804,0.002857,0.1527,589.0,17.31,4276,18888712,4270,18876412,0.004093,0.002851,0.00217,0.01796,4416,2736.0,15,19310,14,5,2,27.67,2608.0,3671,41.62,-86.8,-86.8,4800,25.6,0.265,19.12,0.24,0.236,3,2610.0,27.69,0.033,41.62,14.85,0.028,6176,6176,142,27550,2180,50.16,30.97,5
2288,102471,4220,1547,12560,46.75,12.74,3,1189,13430,360,27260,15999592,13.96,15856120,13.84,35.3,0.417,27000,27260,16054112,27000,15910152,0.0353,0.0138,0.003357,0.06836,589.0,17.23,4932,15961685,4932,15961685,0.002611,0.001376,0.00217,0.012245,3238,835.0,12,19310,84,23,1,27.92,2554.0,5549,48.72,-85.7,-85.7,3326,27.94,0.059,31.52,0.06,0.06,2,2556.0,27.94,0.0,48.72,15.0,0.0,5716,5716,125,42850,3266,44.22,27.28,7
2288,103584,4220,1547,13070,47.62,12.78,3,1193,13816,352,28080,16478155,14.42,16422543,14.33,32.22,0.3916,27980,28080,16534311,27980,16478509,0.03223,0.012375,0.003,0.0592,589.0,18.1,5110,16538864,5110,16532438,0.002645,8.58e-05,0.00217,0.002956,3234,673.5,27,19310,74,21,4,27.94,2292.0,5293,56.75,-74.06,-74.06,3286,27.98,0.0,40.6,0.0,0.0,0,2292.0,27.94,0.0,56.75,15.0,0.0,5600,5600,128,42500,3216,44.22,27.28,7
2388,109662,4220,1547,19800,56.88,14.44,3,1292,22500,165,43500,25515158,22.33,25453418,22.2,27.14,0.2632,43360,43500,25602104,43360,25540154,0.02713,0.00836,0.003,0.04578,589.0,17.17,5136,25628688,5132,25615820,0.002405,0.000575,0.00217,0.00796,4990,1281.0,15,19310,24,11,1,27.95,2980.0,3452,47.84,-83.7,-83.7,5268,27.98,0.01,25.58,0.01,0.009,1,2982.0,27.95,0.0,47.84,15.0,0.0,5910,5910,190,24180,2518,73.5,45.12,4
2084,92289,4220,1547,10420,32.66,10.76,3,963,10904,467,22400,13144583,11.54,13144583,11.48,43.62,0.522,22400,22400,13189379,22400,13189379,0.0436,0.0192,0.003357,0.08984,589.0,17.98,5450,13235361,5450,13235361,0.002668,0.000928,0.00217,0.00796,2428,1015.0,27,19310,69,15,4,27.86,1994.0,822,48.38,-85.1,-85.1,2484,27.95,0.03,29.69,0.03,0.029,1,1994.0,27.88,0.0,48.38,15.0,0.0,6016,6016,106,55170,3828,37.25,22.95,9
2008,94572,3840,1547,11096,38.03,10.95,4,1026,11624,409,23540,13809405,12.305,13809405,12.29,42.0,0.5195,23540,23540,13856463,23540,13856463,0.042,0.01909,0.0035,0.082,589.0,17.39,5744,13904801,5744,13904801,0.002693,0.0005813,0.00217,0.01282,2420,1149.0,17,19310,4,1,5,27.88,1941.0,6412,55.03,-79.0,-79.0,2524,27.98,0.011,36.75,0.01,0.01,2,1942.0,27.88,0.0,55.03,15.0,0.0,6216,6216,112,48830,3500,36.88,22.72,8
2388,105691,4220,1547,18910,79.0,17.02,3,1556,21140,168,40420,23716920,20.75,23675420,20.66,29.45,0.2808,40350,40420,23797740,40350,23756096,0.02943,0.01146,0.002928,0.06107,589.0,16.95,4170,23835444,4170,23825796,0.003538,0.002626,0.00217,0.012955,5716,2856.0,27,19310,16,7,1,27.69,2896.0,3252,39.9,-82.6,-82.6,6004,27.69,0.201,25.23,0.17,0.173,2,2898.0,27.69,0.026,39.9,14.81,0.024,5700,5700,176,23000,2296,68.4,41.97,4
2204,102734,4220,1547,11330,36.25,10.84,3,1025,11790,449,24380,14314817,12.56,14314461,12.484,32.88,0.4136,24380,24380,14363599,24380,14363241,0.03287,0.01281,0.003143,0.0646,589.0,17.8,4550,14410338,4550,14410040,0.00263,0.0008473,0.00217,0.00796,3168,659.0,27,19310,46,11,3,27.92,2256.0,6162,53.03,-78.7,-78.7,3220,27.97,0.025,31.86,0.03,0.025,1,2256.0,27.94,0.0,53.03,15.0,0.0,5120,5120,118,46620,3356,37.7,23.22,8
2308,105339,4220,1245,22670,33.62,11.09,3,1002,26370,120,50530,29664124,25.9,29637076,25.86,25.66,0.2148,50500,50530,29765204,50500,29738064,0.02562,0.0135,0.003143,0.133,589.0,16.8,3618,29849024,3616,29822636,0.004063,0.002445,0.00217,0.00896,8250,4572.0,21,19310,9,5,1,27.9,3182.0,2682,43.8,-85.56,-85.56,8560,27.7,0.216,23.31,0.22,0.217,1,3184.0,27.9,0.009,43.8,14.98,0.009,5420,5420,204,16050,1911,85.2,52.38,3
2003,94669,4220,1245,12220,44.8,11.92,3,1126,13000,342,25980,15252219,13.6,15252219,13.586,32.5,0.3975,25980,25980,15304193,25980,15304193,0.03247,0.012085,0.00307,0.06256,589.0,17.3,4710,15353644,4710,15353644,0.002602,0.0005174,0.00217,0.00796,3258,781.0,27,17710,67,19,4,27.94,2086.0,5118,56.38,-75.0,-75.0,3334,27.98,0.009,33.78,0.01,0.009,1,2086.0,27.94,0.0,56.38,15.0,0.0,5220,5220,123,42000,3252,39.78,24.5,7
2084,96819,4220,1547,10070,30.22,9.86,3,926,10584,537,21890,12841938,11.31,12841938,11.21,51.38,0.6167,21890,21890,12885700,21890,12885700,0.05136,0.02281,0.003357,0.1004,589.0,17.64,5530,12931050,5530,12931050,0.003548,0.001904,0.00217,0.01282,2338,1409.0,8,19310,73,15,8,27.88,1728.0,1997,49.78,-83.06,-83.06,2424,27.84,0.138,29.22,0.14,0.137,2,1729.0,27.88,0.0,49.8,15.0,0.0,6816,6816,103,56500,3558,34.12,21.02,10
1927,93628,3840,1245,9180,26.73,9.16,4,826,9220,580,19360,11357466,10.09,11357466,10.086,56.75,0.6836,19360,19360,11396170,19360,11396170,0.05673,0.02487,0.004356,0.1074,589.0,17.78,4908,11436352,4908,11436352,0.004005,0.002438,0.00217,0.012886,2330,1129.0,27,19310,36,7,5,27.77,1809.0,1234,50.22,-76.0,-76.0,2362,27.75,0.216,27.77,0.22,0.215,2,1809.0,27.77,0.01,50.2,14.93,0.01,6624,6624,94,60900,3656,30.05,18.45,10
2204,102669,4220,1547,11944,42.56,11.91,3,1121,12830,327,25900,15201525,13.32,15152133,13.22,38.84,0.4631,25820,25900,15253327,25820,15203767,0.03882,0.01554,0.003143,0.0772,589.0,17.36,4696,15272698,4696,15258226,0.003304,0.002213,0.00217,0.012955,3250,966.5,27,19310,14,3,1,27.92,2612.0,4807,43.16,-80.56,-80.56,3346,27.77,0.155,26.6,0.16,0.154,2,2612.0,27.92,0.0,43.16,15.0,0.0,6012,6012,119,44320,2988,40.8,25.16,7
2008,97772,3840,1547,9290,26.97,9.12,4,826,9150,499,19310,11330360,10.07,11330360,10.06,54.16,0.6543,19310,19310,11368970,19310,11368970,0.05414,0.02322,0.002928,0.1064,589.0,17.7,4944,11409180,4944,11409180,0.003624,0.002235,0.00217,0.00796,2308,1076.0,27,19310,87,17,4,27.84,1897.0,2123,43.9,-82.75,-82.75,2396,27.73,0.174,25.27,0.17,0.174,1,1897.0,27.84,0.0,43.9,15.0,0.0,6350,6350,91,61340,3922,30.62,18.84,10
2388,115109,4220,1547,23200,37.56,11.25,3,1026,26140,115,49800,29227188,26.22,29227188,26.16,23.19,0.2073,49800,49800,29326786,49800,29326786,0.02316,0.006035,0.003786,0.03964,589.0,17.02,4260,29411106,4260,29411106,0.002996,0.0005198,0.00253,0.00796,6904,2352.0,27,19310,19,13,3,27.95,2942.0,2912,49.06,-80.25,-80.25,7268,27.98,0.011,29.31,0.01,0.01,1,2942.0,27.95,0.0,49.1,15.0,0.0,5290,5290,214,15784,1849,85.8,52.75,3
1720,92026,3080,1033,4804,6.527,4.64,2,326,2844,216,8116,4767538,4.23,4682866,4.14,23.69,0.725,7972,8116,4783768,7972,4698808,0.02367,0.02145,0.003357,0.1345,589.5,14.734,1095,4798039,1079,4716025,0.004772,0.002693,0.002314,0.0178,4372,2860.0,6,19310,52,21,4,27.61,1663.0,4073,43.3,-83.44,-83.44,4624,27.52,0.347,24.77,0.31,0.312,3,1663.0,27.62,0.045,43.3,14.63,0.045,2144,2144,168,25780,2460,10.05,6.11,5
2204,100796,4220,1547,12140,41.38,11.79,3,1126,12940,325,26420,15503942,13.625,15503942,13.6,31.73,0.3904,26420,26420,15556776,26420,15556776,0.03174,0.01279,0.005787,0.06186,589.0,17.62,4716,15606888,4716,15606888,0.002594,0.000624,0.00217,0.00796,3310,1147.0,27,19310,54,15,3,27.94,2200.0,5439,49.97,-80.3,-80.3,3370,27.97,0.013,33.03,0.01,0.012,1,2202.0,27.94,0.0,49.97,15.0,0.0,5260,5260,126,41700,3240,40.8,25.16,7
2388,114584,4220,1547,12270,36.75,11.22,2,1026,12000,167,25120,14759506,12.984,14715994,12.92,24.66,0.3174,25060,25120,14809750,25060,14766090,0.02464,0.01955,0.003786,0.133,589.5,12.59,2692,14853046,2684,14812779,0.003178,0.001661,0.002243,0.01796,5520,2626.0,27,19310,38,19,3,27.3,2304.0,3038,43.94,-83.0,-83.0,5700,27.77,0.109,27.05,0.09,0.094,3,2304.0,27.3,0.051,43.9,14.73,0.051,3712,3712,192,20860,2220,38.34,23.64,4
2204,100357,4220,1547,12850,48.75,12.81,3,1216,13640,328,27970,16414686,14.34,16305129,14.23,35.16,0.4224,27780,27970,16470622,27780,16360691,0.03513,0.01387,0.00307,0.07227,589.0,17.3,5104,16414169,5104,16414169,0.002897,0.001409,0.00217,0.00796,3214,743.0,3,19310,12,3,3,27.94,2358.0,5313,54.22,-78.8,-78.8,3290,27.97,0.067,33.1,0.07,0.067,1,2360.0,27.94,0.0,54.2,15.0,0.0,5964,5964,128,43140,3348,43.9,27.1,7
2308,112410,4220,1245,19700,53.28,13.62,3,1226,21760,146,42000,24635248,21.97,24635248,21.9,25.12,0.2593,42000,42000,24719200,42000,24719200,0.02512,0.007996,0.00357,0.04422,589.0,17.08,4870,24792260,4870,24792260,0.002726,0.0001069,0.002386,0.002956,5090,1852.0,15,19310,6,3,3,27.92,2610.0,3198,52.34,-77.4,-77.4,5216,27.98,0.0,34.53,0.0,0.0,0,2610.0,27.92,0.008,52.38,14.98,0.008,5584,5584,183,23790,2472,70.8,43.44,4
2388,109320,4220,1547,19950,49.47,13.4,3,1192,22510,155,43840,25739404,22.47,25596180,22.36,27.58,0.2815,43620,43840,25827116,43620,25683404,0.02756,0.00834,0.005787,0.04578,589.0,16.98,5380,25761434,5376,25759832,0.002954,6.74e-05,0.002672,0.007744,4788,951.0,27,19310,21,11,4,27.95,2456.0,3407,51.78,-78.3,-78.3,5040,27.98,0.0,33.94,0.0,0.0,1,2456.0,27.95,0.0,51.8,15.0,0.0,6268,6268,193,24860,2584,76.56,47.03,4
2388,106409,4220,1547,19580,54.6,14.28,3,1261,21980,167,42340,24853296,21.69,24786512,21.66,24.86,0.2474,42240,42340,24937984,42240,24870972,0.02484,0.008286,0.00307,0.05243,589.0,16.77,4584,24943916,4584,24943916,0.002779,0.0006647,0.00217,0.00796,5444,2144.0,27,19310,14,7,3,27.95,2654.0,3350,48.72,-75.7,-75.7,5550,27.95,0.017,32.97,0.02,0.017,1,2650.0,27.95,0.0,48.72,15.0,0.0,5370,5370,183,22880,2228,74.5,45.75,4
2128,97004,3840,1547,13310,48.8,12.79,4,1211,14360,360,28500,16728431,14.695,16662235,14.55,41.3,0.463,28380,28500,16785436,28380,16719013,0.0413,0.01767,0.002928,0.0798,589.0,17.39,4330,16796514,4324,16780432,0.00462,0.002766,0.00217,0.00796,3880,2286.0,27,19310,77,21,1,27.92,2586.0,5542,44.94,-81.3,-81.3,4002,27.2,0.284,23.5,0.28,0.284,2,2590.0,27.94,0.0,44.9,15.0,0.0,6572,6572,126,36540,2710,43.56,26.86,7
2204,98731,4220,1547,10410,33.5,10.8,3,974,10640,477,22260,13058808,11.44,13010252,11.35,33.22,0.4055,22160,22260,13103308,22160,13054586,0.0332,0.012665,0.002714,0.0608,589.0,17.3,4170,13104154,4164,13097728,0.002258,0.0001938,0.00217,0.00796,3144,517.5,27,17710,63,13,1,27.9,2548.0,594,52.9,-78.9,-78.9,3184,27.98,0.001,36.72,0.0,0.001,1,2548.0,27.9,0.0,52.9,15.0,0.0,4560,4560,104,54370,3696,37.7,23.22,9
1927,91900,3840,1245,11840,45.34,12.02,4,1126,12580,342,25060,14701755,13.164,14701755,13.15,40.2,0.5,25060,25060,14751853,25060,14751853,0.0402,0.01717,0.0035,0.0832,589.0,17.12,4504,14799440,4504,14799440,0.00407,0.002449,0.00217,0.00796,3286,867.0,24,19310,54,15,3,27.94,2324.0,5019,52.88,-79.75,-79.75,3368,27.97,0.228,28.64,0.23,0.228,1,2324.0,27.94,0.0,52.88,15.0,0.0,6304,6304,118,44380,3092,39.4,24.27,7
2084,94094,4220,1547,9690,27.94,9.9,3,887,10010,606,20900,12262315,10.74,12262315,10.7,53.34,0.6606,20900,20900,12304099,20900,12304099,0.05334,0.02444,0.003357,0.1105,589.0,17.2,6012,12349236,6012,12349236,0.00315,0.001543,0.00217,0.012886,2054,1001.5,27,19310,104,21,7,27.88,1722.0,1546,47.72,-84.4,-84.4,2138,27.95,0.087,29.92,0.09,0.086,2,1715.0,27.88,0.0,47.72,15.0,0.0,6956,6956,96,62660,3966,34.12,21.02,10
2008,94954,3840,1547,9900,31.23,9.98,4,926,10310,580,21360,12532173,11.1,12532173,10.99,49.47,0.629,21360,21360,12574879,21360,12574879,0.04947,0.02219,0.003714,0.0941,589.0,17.66,6470,12621811,6470,12621811,0.0027,0.0002923,0.00217,0.00796,1951,834.5,27,17710,64,13,7,27.89,1665.0,1266,44.94,-78.75,-78.75,2030,27.98,0.004,31.84,0.0,0.004,1,1665.0,27.89,0.004,44.9,14.98,0.004,6868,6868,97,62370,4330,33.75,20.78,10
2204,105895,4220,1547,10320,31.75,9.98,3,926,10340,504,21840,12819384,11.34,12819384,11.32,43.88,0.5386,21840,21840,12863070,21840,12863070,0.04385,0.01894,0.003357,0.0851,589.0,17.58,5544,12908457,5544,12908457,0.002554,0.0005417,0.00217,0.00796,2328,822.0,20,6430,96,21,4,27.86,2009.0,1065,50.53,-79.06,-79.06,2388,27.98,0.01,34.62,0.01,0.009,1,2009.0,27.88,0.0,50.53,15.0,0.0,5988,5988,104,57730,3946,34.56,21.28,9
2388,112189,4220,1547,23440,42.8,12.19,3,1126,26860,115,51200,30051932,26.58,30051932,26.5,24.3,0.2255,51200,51200,30154338,51200,30154338,0.02428,0.006325,0.003786,0.03772,589.0,16.81,4830,30242240,4830,30242240,0.002958,0.000125,0.002886,0.00796,6256,1730.0,27,19310,16,11,3,27.95,2856.0,2909,46.12,-82.94,-82.94,6736,27.98,0.001,34.75,0.0,0.0,1,2856.0,27.95,0.0,46.12,15.0,0.0,5864,5864,222,17340,2004,88.94,54.7,3
1581,76449,2484,1547,9064,32.84,10.2,6,926,9720,598,19490,11437132,10.18,11437132,10.17,49.3,0.6504,19490,19490,11476102,19490,11476102,0.04932,0.0223,0.00343,0.09283,589.0,16.89,5736,11518522,5736,11518522,0.002827,0.001179,0.00217,0.00796,2007,731.0,27,6430,76,15,5,27.88,1729.0,1754,49.12,-78.25,-78.25,2094,27.98,0.049,32.66,0.05,0.049,1,1729.0,27.88,0.0,49.12,15.0,0.0,6390,6390,98,62800,4250,28.31,17.4,10
2308,104172,4220,1245,22080,39.4,12.07,3,1079,25400,115,48300,28347328,24.78,28347328,24.73,23.83,0.2045,48300,48300,28443924,48300,28443924,0.0238,0.007736,0.003214,0.05258,589.0,16.67,3852,28525004,3852,28525004,0.00335,0.001369,0.00217,0.00796,7404,3874.0,22,19310,31,21,3,27.95,2938.0,2996,45.1,-79.2,-79.2,7476,27.8,0.075,25.4,0.08,0.075,1,2940.0,27.95,0.0,45.1,15.0,0.0,5136,5136,208,16184,1728,88.3,54.3,3
2388,108766,4220,1547,23900,39.94,12.06,3,1093,27410,118,52580,30864512,26.94,30721288,26.83,22.25,0.2073,52350,52580,30969684,52350,30825972,0.02223,0.00611,0.003357,0.0365,589.0,16.7,4730,30916824,4730,30915222,0.002699,0.0001416,0.00217,0.00796,6540,2106.0,27,19310,20,13,2,27.6,2996.0,2767,48.47,-80.6,-80.6,6700,27.98,0.0,32.12,0.0,0.0,1,2996.0,27.6,0.023,48.47,14.89,0.023,5572,5572,226,17440,1989,94.06,57.9,3
2288,101397,4220,1547,15590,69.06,15.56,3,1484,17150,262,33500,19663674,17.17,19569842,17.08,36.62,0.3662,33340,33500,19730678,33340,19636526,0.0366,0.015015,0.003,0.068,589.0,16.94,4556,19706740,4550,19697092,0.003838,0.002443,0.00217,0.012955,4330,2794.0,9,19310,53,17,2,27.72,2666.0,4417,41.47,-85.44,-85.44,4524,27.2,0.198,23.0,0.19,0.192,2,2666.0,27.72,0.022,41.47,14.91,0.022,6244,6244,150,31260,2630,53.6,33.1,6
3352,148719,9500,1245,28500,46.38,13.18,3,1129,29260,68,57630,33093600,29.7,33093600,29.69,17.36,0.1282,57630,57630,33208936,57630,33208936,0.01733,0.00423,0.002644,0.0327,576.0,83.4,2872,33301260,2872,33301260,0.002718,0.0003638,0.00217,0.00796,11600,5972.0,27,19310,6,5,1,27.92,3834.0,2596,53.72,-76.0,-76.0,12024,27.98,0.003,33.78,0.0,0.003,1,3834.0,27.94,0.008,53.72,14.98,0.008,3818,3818,275,8670,1206,106.94,65.9,2
2308,141104,4220,1245,17400,51.25,13.72,2,1165,13360,155,27490,16131146,14.48,15981350,19.33,30.06,0.2996,27230,27490,16186120,27230,16035810,0.03003,0.01347,0.003286,0.11835,589.0,17.05,2952,16089789,2950,16083363,0.003866,0.001999,0.00217,0.01267,5452,2526.0,27,19310,13,7,4,27.86,2432.0,3399,46.47,-81.7,-81.7,5652,27.55,0.169,26.19,0.17,0.167,2,2434.0,27.88,0.0,46.47,15.0,0.0,4056,4056,127,21220,2000,44.0,27.12,4
